idFrame,name,description
838,Diversity,"A #Group is described as having members which are similar or dissimilar to each other.  The #Degree of similarity may also be expressed.  Some of the nouns in this frame are transparent (e.g. <ment>range.n</ment>) whereas others denote the scale of diversity (<ment>diversity</ment>); <ment>variety.n</ment> is usable both ways but is normally transparent.

<ex>The [diversity|Target] [of students here|Group] is to be applauded . [INI|Dimension]</ex>
<ex>A [[range|Group]|Target] [of answers|Group] were proposed .</ex>

"
431,Documents,"Words in the frame refer to any #Document that has a legal status or conventional social significance.  Some #Documents empower the #Bearer of the #Document to execute the #Right.  Others indicate the #Obligation of the #Bearer.  Still others show the identity or #Status of the #Bearer.

<ex>They got [their|Bearer] [marriage|Status] [[licence|Target]|Document] [from Canada|Issuer].</ex>"
606,Dodging,"A #Dodger acts to avoid an oncoming moving #Bad_entity.
<ex>[Mo|Dodger] [dodged|Target] [ the flower pot that Larry threw in disgust|Bad_entity].</ex>

The motion is relative, since the #Dodger may be moving.
<ex>Jogging through the dense woods, [Mo|Dodger] [dodged|Target] [the low branches|Bad_entity] .</ex>"
399,Domain,"A #Predicate  is said to apply in a particular #Domain. The understanding of the relation between #Domain and #Predicate  depends on the nature of the #Predicate. When the #Predicate is a complete proposition, then a #Domain adverbial also functions as a topic restrictor. Sentences with topic restrictors often come in pairs.  When the #Predicate is a simple predicate, there is no notion of topic restriction on the sentence level.


<ex>The Normal College is [[geographically|Target]|Domain] [adjacent to the University of North Wales|Predicate].</ex>
<ex>[[Geographically|Target]|Domain], [Britain is a group of island off the mainland of Europe|Predicate].  [[Culturally|Target]|Domain] , [it has always been linked to the continent|Predicate] .</ex>
<ex>[[Socially|Target]|Domain] and demographically [the period has been dominated by two factors -- the fall in the size of families and the increase in the expectation of survival to retirement , the effects of which are still far from having exhausted themselves |Predicate].</ex>"
804,Dominate_competitor,"An #Agent, by virtue of strength or forcefulness, controls, rules, or strongly influences some #Patient in some #Situation.

<ex>[The fireballing righthander|age] looked poised to [dominate|Target] [the Yankees|Patient] yet again, striking out seven straight batters during one stretch</ex>"
803,Dominate_situation,"An #Agent acts so as to be the strongest force, or most important causal factor in some #Situation, to the exclusion of other competing actors.

<ex>[York|Agent] [dominated|Target] [the game|Situation] [as they held the ball on offense almost the entire 70 minutes|Manner].</ex>
<ex>Is there a future for Unix in [a market|Situation] [increasingly|Degree] [dominated|Target] [by Microsoft|Agent]?</ex>
<ex>[Walz|Agent] [dominated|Target] [the debate|Situation] [so completely it was almost embarrassing|Degree].</ex>"
805,Domination,"An #Agent has a influential, controlling position in a #Situation, and is the primary causal factor in the development of the #Situation, leaving other #Competitors unable to take controlling positions.

Two perspectives are taken on this frame, one where the #Agent is viewed as controlling primarily the #Situation, and another where the #Agent is viewed as primarily influencing the other #Competitors in the #Situation."
647,Dough_rising,"The LUs of this frame describe a lump of #Dough expanding as gas develops inside it.  This is part of a process where, in order to produce a lighter, more easily chewed bread, #Dough is leavened with yeast, baking soda or in another fashion to add gas to it before baking.

<ex>I've got no frozen boxed meals, and no other real options to make something to keep me going while [my pizza dough|dou] [rises|Target].</ex>"
1092,Downing,"An #Agent disables a flying or floating #Patient, causing it to be unable to support itself in its current medium.

<ex>It's rumored that [she|Agent] [downed|Target] [a helicopter|Patient] [with a precisely fired arrow|ins].</ex>"
588,Dressing,"A #Wearer puts on an item of #Clothing, which then occupies the #Body_location.

<ex>[You|wea] didn't have to [dress|Target] [like a pirate|man] [to impress me|pur]. [INI|bod]</ex>
<ex>He [put|Target] [on|Target] [his thickest pair of gloves|Clothing] and then went back out to see if he could move them now. [INI|bod]</ex>
<ex>Jack [put|Target] [on|Target] [his watch|Clothing] - [on his right wrist|bod], and checked the time.</ex>"
875,Drop_in_on,"A #Visitor arrives at the #Host_location as a guest of the #Host, for the purpose of achieving a #Purpose. The #Purpose is often social in nature, i.e., the visit itself constitutes a goal.

<ex>[I|Visitor]'m gonna [drop|Target] [in|Target] [on Kieth|Host] [for a while|Time].</ex>
"
963,Dunking,"An #Agent temporarily places a #Theme into a #Substance, often with the intention to remove it later. The #Substance may be metonymically represented by its container. The #Theme may be partially or completely submerged.

<ex>[She|Agent] [dunked|Target] [her sandwich|Theme] [into some tomato soup|Substance].</ex>"
7,Duplication,"This frame involves a #Creator making a duplicate, the #Copy, of some #Original entity.  A #Source, the location of the #Original, and #Goal, the location of the #Copy, may be expressed.

<ex>[The teacher|Creator] [copied|Target] [the problem|Original] [onto the blackboard|Goal].</ex>

<ex> [His handouts|Copy] were [poorly|Manner] [photocopied|Target] [ by his assistant|Creator][from my originals |Original].</ex>"
73,Duration_description,"An event or state (here termed an #Eventuality) or time-#Period is described in terms of the #Degree to which its duration diverges from a standard.  As is usual for gradable attributes, the standard of comparison is normally based on the expected duration for the type of #Eventuality or #Period.  (In conjunction with the comparative construction, the standard may also be based upon an explicit value.)
<ex></ex>
<ex>After a [lengthy|Target] [discussion with the Foreign Minister, Mr. Qian Qichen|Eventuality], they met the Prime Minister.</ex>
<ex></ex>
<ex>The [lengthy|Target] [period which most party leaders have already spent in Parliament before gaining office|Period] certainly gives them time to acquire suitable skills.</ex>"
942,Duration_relation,"A #Period or #Eventuality is related to its #Duration.  Alternatively, an #Entity may stand in metonymically for an #Eventuality that it is involved in.

<ex>[You|Entity] wouldn't [last|Target] [five minutes|Duration]!</ex>"
943,Duration_scenario,"An Event or #Period has a particular #Duration.  The #Duration may be characterized in several different ways: as a #Durational direct measure, a #Degree of deviation from an expected #Duration, or as a #Count of #Units of standard, known duration."
922,Dying,"A #Protagonist is near or approaching death.

<ex>But a [dying|Target] [patient|Protagonist] is still a living patient.</ex>


"
1382,Dynamic_situation_scenario,"This frame denotes simple #Events in which an #Entity is in a dynamic situation, usually punctually or continually changing to conform to the situation encoded in the Event_endstate.  This frame also covers situations in which there is no significant difference between the pre- and post-states, but the dynamic situation that occurs between them is notably temporally bounded."
1383,Dynamism,"A physical #Exerter, #Action, or #Force exerts energy at a level specified by the target. This frame covers both individual-level/static uses (""""an INTENSE person"""") as well as stage-level/dynamic uses (""""an INTENSE look""""), although the individual-level meaning seems more basic.

<ex>Although an [energetic|Target] and able [warrior|Exer], Charlemagne tended to direct battles rather than fight in person.</ex>
<ex>[She dumped a mug on the bedside table|Act] with [such|Deg] [vigor|Target] that steaming coffee spashed out.</ex>
<ex>Swing the racket with [dynamic|Target] [force|For].</ex>

<ex>[I|Exer] felt [particularly|Deg] [sluggish|Target] [at work|Pla] [that day|Tim].</ex>
#Exerter, #Action, and #Force belong to a Core set.
<ex></ex>
This frame also covers several productive metaphor cases. In the first one, movement or change caused by a social entity is conveyed as energy exerted by a physical entity. 'Social' here encompasses entities that are economic, political, technological, historical, cultural, and intimate:
<ex>[The private sector|Exer] is [so much more|Deg] [dynamic|Target].</ex>
<ex>Singh had been under [intense|Target] [political pressure|Exer].</ex>
<ex>[Economies|Exer] are [still|Tim] [sluggish|Target].</ex>
Relatedly, the influential effect of an psychological entity is described in terms of energy exertion by a physical entity. 'Psychological' includes the intellectual, emotional, and creative:
<ex>[Sinead's|Exer] [emotional|Dom] [intensity|Target] permeates every nuance of every lyric.</ex>
<ex>He finds [the Poet Laureate's theory about Shakespeare|Exer] to be [more|Deg] [energetic|Target] [than persuasive|Deg].</ex>
Both metaphors appear to involve a third metaphor, which is the anthropomorphization of processes (see examples directly above) or inhuman entities (e.g. in nature):
<ex>The [lazy|Target] [creak|Act] of sails</ex>
<ex>The [energetic|Target] [waves|Exer]</ex>
<ex>A broad, [lethargic|Target] [river|Exer]</ex>

Further, there is a metonymy wherein energy exerted by people carrying out an activity characterizes instead a central object or other component of the activity:
<ex>Lucker plays [lazy|Target] [games|Act].</ex>
<ex>She thought the [lazy|Target] [days|Exer] in France would never end.</ex>

<ex></ex>
Compare to: Level_of_force_exertion. "
